UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,Torque_ToolWear,Speed_ToolWear,Type_encoded
32,L47211,-0.6636840876923579,-0.39715627514287766,1.4049708580651024,-1.4377510688136712,-0.30701793238223263,0,0,0,0,0,0,-1.3713975275922012,0.874546596114862,-0.7296001945840634,-0.07140610959361349,-0.3380416704365194
33,L47212,-0.6636840876923579,-0.39715627514287766,-0.6635959060422074,0.8346528031068455,-0.275677236675823,0,0,0,0,0,0,0.8431589755474043,0.874546596114862,0.02119928543494741,-0.37733721132686626,-0.3380416704365194
34,L47213,-0.7105885038728732,-0.4607521558702971,0.6790622046976296,-0.7400832133994774,-0.24433654096941335,0,0,0,0,0,0,-0.5648291625605276,0.8745465961149249,-0.4636523121612978,-0.12267355897285959,-0.3380416704365194
35,M14894,-0.7574929200533619,-0.5879439173251723,0.10051846592355347,-0.5208161731264447,-0.2129958452630037,0,0,0,0,0,0,-0.5663127759384521,0.7639105168709728,-0.36687977592778137,-0.18941928213610446,1.3318889527502387
36,M14895,-0.7574929200533619,-0.5243480365977528,-0.4834832326502781,0.8645528540531686,-0.1659848017033892,0,0,0,0,0,0,1.041250643343348,0.874546596114862,0.15099456669705413,-0.24694538092769044,1.3318889527502387
37,M14896,-0.7105885038728732,-0.5243480365977528,0.22059358151817304,-0.32148250015096075,-0.11897375814377473,0,0,0,0,0,0,-0.18316962108937695,0.7639105168709728,-0.22200351912855373,-0.07478300745691713,1.3318889527502387
38,L47217,-0.7574929200533619,-0.5879439173251723,-0.5544367100470987,-0.07231540893160583,-0.07196271458416025,0,0,0,0,0,0,-0.34069617573627226,0.7639105168709728,-0.09128995832554508,-0.17405984346752987,-0.3380416704365194
39,H29452,-0.7105885038728732,-0.5243480365977528,-0.8819142980324248,1.0738532106774268,-0.04062201887775059,0,0,0,0,0,0,0.9776211985361667,0.7639105168709728,0.36693153258454286,-0.20854183279311125,-2.0079722936232773
40,L47219,-0.7574929200533619,-0.5879439173251723,-1.0401951322253324,1.2532535163553622,0.03772972038827355,0,0,0,0,0,0,1.071293814246325,0.7639105168709728,0.5270300386964146,-0.17213867576817238,-0.3380416704365194
41,L47220,-0.7574929200533619,-0.5879439173251723,-0.9746996146282673,0.545618977292394,0.0690704160946832,0,0,0,0,0,0,0.1889147577255605,0.7639105168709728,0.28075452951527985,-0.13197240675480126,-0.3380416704365194
42,L47221,-0.7574929200533619,-0.5879439173251723,-0.9419518558297346,1.0838198943262005,0.10041111180109286,0,0,0,0,0,0,0.9365387728277091,0.7639105168709728,0.5321512130591373,-0.09816381641662353,-0.3380416704365194
43,M14902,-0.7574929200533619,-0.5879439173251723,-0.9419518558297346,0.9143862722970396,0.1317518075075025,0,0,0,0,0,0,0.7095459260052184,0.7639105168709728,0.4977863671630746,-0.07106941009991166,1.3318889527502387
44,H29457,-0.7574929200533619,-0.5243480365977528,-0.9201200166307129,0.8545861704043942,0.17876285106711698,0,0,0,0,0,0,0.6483663953944777,0.874546596114862,0.5243811554053512,-0.025674396007876864,-2.0079722936232773
45,M14904,-0.7574929200533619,-0.5879439173251723,-0.3743240366551694,0.7549193339166522,0.2571145903331411,0,0,0,0,0,0,0.9780799474096037,0.7639105168709728,0.5658803269653445,0.16604625687645855,1.3318889527502387
46,L47225,-0.7574929200533619,-0.5879439173251723,-0.281538720059327,0.9143862722970396,0.3041256338927556,0,0,0,0,0,0,1.2894337838729113,0.7639105168709728,0.6885412825635205,0.23132634694947193,-0.3380416704365194
47,M14906,-0.8043973362338772,-0.6515397980526278,1.650579049054097,-1.4078510178673485,0.3354663295991652,0,0,0,0,0,0,-1.2054280415511944,0.7639105168709728,-0.3465716706962954,0.7165499290789485,1.3318889527502387
48,L47227,-0.7574929200533619,-0.5879439173251723,-0.6690538658419629,0.6353191301313617,0.3824773731587797,0,0,0,0,0,0,0.5616335764718481,0.7639105168709728,0.6437221772787276,0.21154030023134682,-0.3380416704365194
49,H29462,-0.7574929200533619,-0.5243480365977528,-0.6308481472436748,1.3927870874382007,0.4138180688651894,0,0,0,0,0,0,1.6503422592817707,0.874546596114862,1.038794290529864,0.24898326451624725,-2.0079722936232773
50,M14909,-0.7105885038728732,-0.5243480365977528,-0.7018016246404954,0.4160520898583297,0.4921698081312135,0,0,0,0,0,0,0.23131486636835907,0.7639105168709728,0.6494084467435438,0.3015182884600179,1.3318889527502387
51,L47230,-0.7105885038728732,-0.5879439173251723,7.20678212520513,-3.5207879514074785,0.539180851690828,1,0,0,1,0,0,-4.561986181734073,0.6532744376270836,-1.2988275546116481,2.3954227310128346,-0.3380416704365194
52,L47231,-0.7105885038728732,-0.5879439173251723,-0.8600824588334031,1.4924539239259427,0.5705215473972377,0,0,0,0,0,0,1.5643707682767605,0.6532744376270836,1.2803724466748463,0.32979114300468615,-0.3380416704365194
53,H29466,-0.7574929200533619,-0.6515397980526278,-0.2378750416612835,0.38615203891200667,0.6018622431036473,0,0,0,0,0,0,0.5533565755213201,0.6532744376270208,0.7428610492522605,0.5231358757998187,-2.0079722936232773
54,L47233,-0.8043973362338772,-0.6515397980526278,0.13326622472208607,-0.4809494385313481,0.6802139823696715,0,0,0,0,0,0,-0.48488973121050155,0.7639105168709728,0.35315733947101285,0.6996159251310037,-0.3380416704365194
55,L47234,-0.8043973362338772,-0.6515397980526278,0.8209691594912709,-0.9792836209700579,0.7115546780760811,0,0,0,0,0,0,-0.8784767433910202,0.7639105168709728,0.10599886919285725,0.9227684660450333,-0.3380416704365194
56,L47235,-0.7574929200533619,-0.5879439173251723,-0.15600564466495198,0.07718484580000713,0.7428953737824907,0,0,0,0,0,0,0.1599842968560278,0.7639105168709728,0.7112863604227851,0.679730849150025,-0.3380416704365194
57,L47236,-0.7574929200533619,-0.5879439173251723,-0.3470342376563922,0.24661846782916805,0.7742360694889004,0,0,0,0,0,0,0.2660236109203354,0.7639105168709728,0.8349009140057436,0.6549141158789432,-0.3380416704365194
58,L47237,-0.7574929200533619,-0.5879439173251723,-0.15054768486519654,0.03731811120490977,0.8055767651953101,0,0,0,0,0,0,0.10488562897191266,0.7639105168709728,0.7461809829770601,0.7412082155294648,-0.3380416704365194
59,M14918,-0.7574929200533619,-0.6515397980526278,0.6572303654986078,-1.0390837228627032,0.8369174609017197,0,0,0,0,0,0,-1.0638893731743047,0.6532744376270208,0.156716154605751,1.008607031086429,1.3318889527502387
60,L47239,-0.7574929200533619,-0.5879439173251723,-0.8873722578321803,1.4426205056820718,0.8839285044613342,0,0,0,0,0,0,1.4703272492221207,0.7639105168709728,1.639031244284831,0.5955361698719972,-0.3380416704365194
61,L47240,-0.7574929200533619,-0.5879439173251723,-0.8055028608358488,1.2632202000041364,0.9152692001677438,0,0,0,0,0,0,1.3052362184706754,0.7639105168709728,1.5712904689213698,0.6476354650592124,-0.3380416704365194
62,M14921,-0.7574929200533619,-0.6515397980526278,0.28063113931548284,-0.1719822454193478,0.9466098958741535,0,0,0,0,0,0,0.0893174491180316,0.6532744376270208,0.7489358215997661,1.008270331592727,1.3318889527502387
63,L47242,-0.7574929200533619,-0.6515397980526278,1.574167611857521,-1.6968848436818005,0.993620939433768,0,0,0,0,0,0,-1.7583961251010152,0.6532744376270208,-0.14002941088111184,1.4592495946274706,-0.3380416704365194
64,M14923,-0.7105885038728732,-0.6515397980526278,1.4813822952616786,-1.3978843342185745,1.0249616351401776,0,0,0,0,0,0,-1.2658072017870023,0.5426383583831316,0.06050871347432805,1.466181643027214,1.3318889527502387
65,L47244,-0.6636840876923579,-0.5879439173251723,-0.09596808686764219,-0.13211551082425116,1.071972678699792,0,0,0,0,0,0,-0.10849116086238692,0.5426383583831316,0.8818744443672679,1.0134495620399642,-0.3380416704365194
66,L47245,-0.6636840876923579,-0.5879439173251723,-0.8000449010360933,0.5157189263460716,1.1033133744062018,0,0,0,0,0,0,0.2898980735677308,0.5426383583831316,1.3200703775969167,0.8149454046501653,-0.3380416704365194
67,M14926,-0.7105885038728732,-0.7151356787800836,0.7554736418942057,-1.1188171920528969,1.1346540701126113,0,0,0,0,0,0,-1.1431650827499964,0.4320022791391795,0.3035349258184251,1.3533972155633869,1.3318889527502387
68,H29481,-0.7574929200533619,-0.7151356787800836,-0.407071795453702,0.4160520898583297,1.1816651136722258,0,0,0,0,0,0,0.4637541359861267,0.5426383583830686,1.3347275318074674,1.0151627682873292,-2.0079722936232773
69,L47248,-0.7574929200533619,-0.7151356787800836,-0.07413624766862045,-0.7500498970482516,1.26001685293825,0,0,0,0,0,0,-1.0174971732711704,0.5426383583830686,0.6316079510275976,1.2019220551027054,-0.3380416704365194
70,L47249,-0.7105885038728732,-0.6515397980526278,-0.7127175442400063,2.5688557579935565,1.2913575486446596,1,0,0,1,1,0,3.1953987044041616,0.5426383583831316,2.9008532888157936,1.0108648982794883,-0.3380416704365194
71,M14930,-0.7105885038728732,-0.6515397980526278,2.092673792834287,-1.7267848946281228,1.3226982443510693,0,0,0,0,0,0,-1.6023922262893582,0.5426383583831316,0.009367606734864213,2.021181243763252,1.3318889527502387
72,L47251,-0.7105885038728732,-0.5879439173251723,-0.4834832326502781,0.5555856609411683,1.3697092879106838,0,0,0,0,0,0,0.6019058711910438,0.6532744376270836,1.6185465468339406,1.162201417772175,-0.3380416704365194
73,L47252,-0.7105885038728732,-0.5879439173251723,-0.9364938960299792,0.445952140804652,1.4010499836170935,0,0,0,0,0,0,0.08631117990486795,0.6532744376270836,1.5737627599930284,1.0282148251314178,-0.3380416704365194
74,L47253,-0.6636840876923579,-0.5879439173251723,0.28063113931548284,-0.4909161221801224,1.432390679323503,0,0,0,0,0,0,-0.40792728723065347,0.5426383583831316,0.9411387931993266,1.4969995496272168,-0.3380416704365194
75,L47254,-0.7105885038728732,-0.6515397980526278,0.32975277751328175,-0.760016580697026,1.4637313750299128,0,0,0,0,0,0,-0.7991034276720453,0.5426383583831316,0.7732349109897875,1.546533986906527,-0.3380416704365194
76,L47255,-0.7574929200533619,-0.7151356787800836,-0.8819142980324248,0.675185864726459,1.4950720707363225,0,0,0,0,0,0,0.43922571217872597,0.5426383583830686,1.8335652331805277,1.1297594312613752,-0.3380416704365194
77,L47256,-0.7574929200533619,-0.7151356787800836,-0.4343615944524792,0.7947860685117489,1.526412766442732,0,0,0,0,0,0,0.9841217676789152,0.5426383583830686,1.9538598530386864,1.3243519327684614,-0.3380416704365194
78,L47257,-0.7574929200533619,-0.7151356787800836,-0.46710935325101177,0.13698494769265174,1.5577534621491418,1,1,0,0,0,0,0.018757968137647525,0.5426383583830686,1.502843324680291,1.3409294313701339,-0.3380416704365194
79,L47258,-0.7574929200533619,-0.7151356787800836,-0.7782130618370716,1.1535866798676202,-1.7016788913174623,0,0,0,0,0,0,1.1808079070115625,0.5426383583830686,-1.531152278459849,-1.6560921796275558,-0.3380416704365194
80,L47259,-0.7574929200533619,-0.7151356787800836,-0.7563812226380499,-0.20188229636567082,-1.6703381956110526,0,0,0,0,0,0,-0.6601610827065237,0.5426383583830686,-1.504380897998168,-1.6283243743234403,-0.3380416704365194
81,H29494,-0.7574929200533619,-0.778731559507503,-0.5216889512485662,0.9941197414872329,-1.6389974999046428,0,0,0,0,0,0,1.1913981735579333,0.4320022791391795,-1.4606566644736816,-1.5988532656982448,-2.0079722936232773
82,L47261,-0.7105885038728732,-0.7151356787800836,-0.494399152249789,0.7549193339166522,-1.5606457606386188,0,0,0,0,0,0,0.8760815276772749,0.4320022791391795,-1.3801659308692351,-1.5268589916037656,-0.3380416704365194
83,L47262,-0.7105885038728732,-0.7151356787800836,-0.47802527285052265,0.08715152944878075,-1.529305064932209,0,0,0,0,0,0,-0.06021516239386163,0.4320022791391795,-1.3726431023226149,-1.4978137088088403,-0.3380416704365194
84,L47263,-0.6636840876923579,-0.6515397980526278,-0.39069791605443566,0.0173847439073618,-1.4979643692257996,0,0,0,0,0,0,-0.09686626919720011,0.4320022791391795,-1.347037230509002,-1.466975996356267,-0.3380416704365194
85,L47264,-0.7105885038728732,-0.7151356787800836,-0.6472220266429412,0.7648860175654266,-1.4666236735193898,0,0,0,0,0,0,0.7601449506839156,0.4320022791391795,-1.2789785891506131,-1.444862761961085,-0.3380416704365194
86,M14945,-0.6636840876923579,-0.6515397980526278,1.4377186168636351,-1.3081841813796065,-1.43528297781298,0,0,0,0,0,0,-1.1275578604388001,0.4320022791391795,-1.3702414481387175,-1.3523892363085064,1.3318889527502387
87,H29500,-0.6636840876923579,-0.6515397980526278,-0.5708105894463651,0.396118722560781,-1.3882719342533656,0,0,0,0,0,0,0.3065887240693846,0.4320022791391795,-1.2210563411860267,-1.3716801367123639,-2.0079722936232773
88,L47267,-0.6636840876923579,-0.6515397980526278,0.018649068927221946,-0.8098499989408967,-1.3099201949873416,0,0,0,0,0,0,-1.0541580406888371,0.4320022791391795,-1.2503706496071283,-1.2738392250131267,-0.3380416704365194
89,M14948,-0.6636840876923579,-0.6515397980526278,-0.6635959060422074,0.525685609994846,-1.2785794992809318,0,0,0,0,0,0,0.41379931185310714,0.4320022791391795,-1.1001259893380122,-1.2766813648570217,1.3318889527502387
90,M14949,-0.7105885038728732,-0.7151356787800836,-0.29245463965883783,-0.04241535798528352,-1.2315684557213173,0,0,0,0,0,0,-0.11349835601288334,0.4320022791391795,-1.1126287184718313,-1.2143226380381857,1.3318889527502387
91,L47270,-0.7105885038728732,-0.7151356787800836,1.159362667076108,-1.4078510178673485,-1.1845574121617028,0,0,0,0,0,0,-1.432069506257862,0.4320022791391795,-1.2304510472583314,-1.083217796946465,-0.3380416704365194
92,L47271,-0.7105885038728732,-0.7151356787800836,1.5796255716572765,-1.4975511707063165,-1.1532167164552933,0,0,0,0,0,0,-1.3989224599984373,0.4320022791391795,-1.2233520400382816,-1.0218097510510225,-0.3380416704365194
93,M14952,-0.7105885038728732,-0.7151356787800836,1.0174557122824666,-1.278284130433284,-1.1218760207488836,0,0,0,0,0,0,-1.2784081548850337,0.4320022791391795,-1.1770142416666125,-1.0233050929201102,1.3318889527502387
94,L47273,-0.6167796715118425,-0.6515397980526278,-0.494399152249789,0.30641856972181336,-1.074864977189269,0,0,0,0,0,0,0.23920144274574828,0.3213661998952274,-0.9236750437093086,-1.0817224550773774,-0.3380416704365194
95,L47274,-0.6636840876923579,-0.7151356787800836,0.4443699333081459,-0.7998833152921226,-1.0435242814828596,0,0,0,0,0,0,-0.7962240464451518,0.3213661998952274,-1.0579557673442828,-0.9814652293645152,-0.3380416704365194
96,M14955,-0.6636840876923579,-0.6515397980526278,-1.034737172425577,1.2233534654090399,-1.0121835857764498,0,0,0,0,0,0,1.0368583668955444,0.4320022791391795,-0.7199582594045926,-1.067422629521335,1.3318889527502387
97,M14956,-0.6636840876923579,-0.6515397980526278,0.18784582271964043,-0.4610160712338001,-0.9651725422168353,0,0,0,0,0,0,-0.4198840397830085,0.4320022791391795,-0.9451839760327435,-0.9230280613546772,1.3318889527502387
98,M14957,-0.7105885038728732,-0.7151356787800836,1.1429887876768416,-0.9992169882676066,-0.9181614986572209,0,0,0,0,0,0,-0.7393001436816163,0.4320022791391795,-1.0031415424412107,-0.7895861296596142,1.3318889527502387
99,L47278,-0.7105885038728732,-0.778731559507503,-0.06322032806910959,-0.7201498461019287,-0.8711504550976064,0,0,0,0,0,0,-0.9664003572617207,0.3213661998952903,-0.9190483275609178,-0.8535887422418177,-0.3380416704365194
100,L47279,-0.7574929200533619,-0.778731559507503,-0.09596808686764219,0.445952140804652,-0.8398097593911967,0,0,0,0,0,0,0.753702945227137,0.4320022791391795,-0.6686758788896051,-0.8265735593353886,-0.3380416704365194
101,L47280,-0.7574929200533619,-0.7151356787800836,1.699700687251896,-1.487584487057542,-0.8084690636847871,0,0,0,0,0,0,-1.3273771569708803,0.5426383583830686,-1.0278644531578025,-0.6106996692410896,-0.3380416704365194
102,L47281,-0.7574929200533619,-0.778731559507503,2.4583570994179014,-1.9161518839548328,-0.7771283679783775,0,0,0,0,0,0,-1.823831283558961,0.4320022791391795,-1.0998081233430845,-0.49280533181402286,-0.3380416704365194
103,L47282,-0.7574929200533619,-0.778731559507503,0.07868662672453174,0.06721816215123279,-0.7457876722719677,0,0,0,0,0,0,0.31562705293753146,0.4320022791391795,-0.6564556973068327,-0.7167501068308804,-0.3380416704365194
104,M14963,-0.7574929200533619,-0.778731559507503,-0.5435207904475878,0.05725147850245845,-0.7144469765655581,0,0,0,0,0,0,-0.1501982658878648,0.4320022791391795,-0.6300021828400795,-0.7570748226648171,1.3318889527502387
105,L47284,-0.7574929200533619,-0.8423274402349586,-0.494399152249789,0.34628530431691,-0.6674359330059436,0,0,0,0,0,0,0.29581300585077286,0.3213661998952274,-0.5194907719369143,-0.7083821341197614,-0.3380416704365194
106,L47285,-0.7574929200533619,-0.8423274402349586,0.2751731795157274,-0.879616784482316,-0.636095237299534,0,0,0,0,0,0,-1.0169798607117613,0.3213661998952274,-0.7842378272677312,-0.5847143906683367,-0.3380416704365194
107,L47286,-0.7574929200533619,-0.8423274402349586,-0.5216889512485662,0.8545861704043942,-0.6047545415931244,0,0,0,0,0,0,0.993940945693339,0.3213661998952274,-0.33209110870514885,-0.6544111858646153,-0.3380416704365194
108,M14967,-0.7574929200533619,-0.778731559507503,-0.2378750416612835,0.6851525483752327,-0.5734138458867147,0,0,0,0,0,0,0.9917057650121225,0.4320022791391795,-0.34106199345088356,-0.5887151728876173,1.3318889527502387
109,H29522,-0.7105885038728732,-0.778731559507503,0.43891197350839045,-0.7201498461019287,-0.5264028023271002,0,0,0,0,0,0,-0.6727620358045551,0.3213661998952903,-0.6649674422821163,-0.45214391648638436,-2.0079722936232773
110,L47289,-0.7105885038728732,-0.8423274402349586,0.17147194332037413,-0.5806162750190901,-0.44805106306107606,0,0,0,0,0,0,-0.6143447590487668,0.2107301206513382,-0.5676651293903874,-0.4107001699822034,-0.3380416704365194
111,L47290,-0.7574929200533619,-0.9059233209623782,1.8088598832470046,-1.7367515782768972,-0.41671036735466643,0,0,0,0,0,0,-1.7353708359001954,0.2107301206513382,-0.879526988858252,-0.13595338312151112,-0.3380416704365194
112,H29525,-0.8043973362338772,-0.9059233209623782,-0.22695912206177263,0.35625198796568436,-0.38536967164825675,0,0,0,0,0,0,0.5180133910379944,0.3213661998952903,-0.24061633905375934,-0.4091553134816891,-2.0079722936232773
113,M14972,-0.7574929200533619,-0.8423274402349586,-0.23241708186152807,-0.04241535798528352,-0.30701793238223263,0,0,0,0,0,0,-0.07108848675575716,0.3213661998952274,-0.28953238382873014,-0.3358142414124025,1.3318889527502387
114,M14973,-0.7574929200533619,-0.9059233209623782,-0.2979125994585933,0.19678504958529708,-0.2600068888226182,0,0,0,0,0,0,0.23074875073730855,0.2107301206513382,-0.16969690374102195,-0.30224332130507314,1.3318889527502387
115,L47294,-0.7574929200533619,-0.9059233209623782,0.7609316016939611,-1.0490504065114776,-0.2129958452630037,0,0,0,0,0,0,-1.0255789619351285,0.2107301206513382,-0.5447081408678379,-0.0755851444860303,-0.3380416704365194
116,L47295,-0.7574929200533619,-0.9059233209623782,-0.5981003884451422,0.575519028238717,-0.18165514955659404,0,0,0,0,0,0,0.5365780794907115,0.2107301206513382,0.0344790203341454,-0.2814966907372693,-0.3380416704365194
117,L47296,-0.7105885038728732,-0.8423274402349586,0.12780826492233066,-0.5806162750190901,-0.15031445385018438,0,0,0,0,0,0,-0.6409717149367855,0.2107301206513382,-0.33883693148639027,-0.12276268530942772,-0.3380416704365194
118,L47297,-0.7574929200533619,-0.9059233209623782,0.31883685791377087,-0.6902497951556064,-0.11897375814377473,0,0,0,0,0,0,-0.6961582283498562,0.2107301206513382,-0.35398854391127293,-0.056779487470154634,-0.3380416704365194
119,M14978,-0.7574929200533619,-0.9059233209623782,0.9082965162873579,-1.178617293945542,-0.08763306243736507,0,0,0,0,0,0,-1.164696997958562,0.2107301206513382,-0.5089305572165415,0.08505022278859806,1.3318889527502387
120,L47299,-0.8043973362338772,-0.9695192016898337,-0.40161383565394654,0.07718484580000713,-0.04062201887775059,0,0,0,0,0,0,-0.018781354569579994,0.2107301206513382,-0.0074439725524179864,-0.11616733640338602,-0.3380416704365194
121,L47300,-0.7105885038728732,-0.8423274402349586,-0.5871844688456314,0.47585219175097504,-0.009281323171340937,0,0,0,0,0,0,0.4056296776601927,0.2107301206513382,0.173880918331842,-0.12347569600197277,-0.3380416704365194
